local_bill_id,local_bill_reference,title_canonical,official_long_title,third_party_organisation,initiator_type,initiator_member_id,initiator_party_governance_role,ministerial_portfolio_title,government_type,governing_parties_list,date_introduced,date_final_outcome,royal_assent_date,duration_calendar_days,duration_sitting_days,stage_1_debate_days_count,stage_3_debate_days_count,financial_resolution_required_flag,financial_resolution_approved_flag,financial_resolution_aye_count,financial_resolution_no_count,financial_resolution_abstain_count,effective_majority_margin_at_event_date,party_dissent_rate_at_event_date,voting_coalition_type,committee_id,committee_name,committee_type,committee_convener_member_id,committee_deputy_convener_member_id,final_status,termination_mechanism,raw_payload_json,computed_at
122,SP Bill 47,Animal Health and Welfare (Scotland) Bill,Animal Health and Welfare (Scotland) Bill,,EXECUTIVE,2202,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 122, ""Reference"": ""SP Bill 47"", ""ShortName"": ""Animal Health and Welfare (Scotland) Bill"", ""FullName"": ""Animal Health and Welfare (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2202, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
123,SP Bill 48,Scottish Commissioner for Human Rights Bill,Scottish Commissioner for Human Rights Bill,,EXECUTIVE,1752,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 123, ""Reference"": ""SP Bill 48"", ""ShortName"": ""Scottish Commissioner for Human Rights Bill"", ""FullName"": ""Scottish Commissioner for Human Rights Bill"", ""BillTypeID"": 1, ""PersonID"": 1752, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
124,SP Bill 48,Scottish Commission for Human Rights Bill,Scottish Commission for Human Rights Bill,,EXECUTIVE,1752,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 124, ""Reference"": ""SP Bill 48"", ""ShortName"": ""Scottish Commission for Human Rights Bill"", ""FullName"": ""Scottish Commission for Human Rights Bill"", ""BillTypeID"": 1, ""PersonID"": 1752, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
125,SP Bill 49,Joint Inspection of Children’s Services and Inspec,Joint Inspection of Children’s Services and Inspection of Social Work Services (Scotland) Bill,,EXECUTIVE,2167,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 125, ""Reference"": ""SP Bill 49"", ""ShortName"": ""Joint Inspection of Children\u2019s Services and Inspec"", ""FullName"": ""Joint Inspection of Children\u2019s Services and Inspection of Social Work Services (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2167, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
126,SP Bill 50,Bankruptcy and Diligence etc. (Scotland) Bill,Bankruptcy and Diligence etc. (Scotland) Bill,,EXECUTIVE,2154,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 126, ""Reference"": ""SP Bill 50"", ""ShortName"": ""Bankruptcy and Diligence etc. (Scotland) Bill"", ""FullName"": ""Bankruptcy and Diligence etc. (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2154, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
127,SP Bill 51,Planning etc. (Scotland) Bill,Planning etc. (Scotland) Bill,,EXECUTIVE,2123,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 127, ""Reference"": ""SP Bill 51"", ""ShortName"": ""Planning etc. (Scotland) Bill"", ""FullName"": ""Planning etc. (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2123, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
128,SP Bill 52,Local Electoral Administration and Registration Se,Local Electoral Administration and Registration Services (Scotland) Bill,,EXECUTIVE,2228,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 128, ""Reference"": ""SP Bill 52"", ""ShortName"": ""Local Electoral Administration and Registration Se"", ""FullName"": ""Local Electoral Administration and Registration Services (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2228, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
129,SP Bill 53,Budget (Scotland) (No. 3) Bill,Budget (Scotland) (No. 3) Bill,,COMMITTEE,2228,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 129, ""Reference"": ""SP Bill 53"", ""ShortName"": ""Budget (Scotland) (No. 3) Bill"", ""FullName"": ""Budget (Scotland) (No. 3) Bill"", ""BillTypeID"": 3, ""PersonID"": 2228, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
130,SP Bill 54,Glasgow Airport Rail Link Bill,Glasgow Airport Rail Link Bill,Strathclyde Passenger Transport Executive,INDIVIDUAL_MEMBER,,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 130, ""Reference"": ""SP Bill 54"", ""ShortName"": ""Glasgow Airport Rail Link Bill"", ""FullName"": ""Glasgow Airport Rail Link Bill"", ""BillTypeID"": 5, ""PersonID"": null, ""ThirdPartyOrganisation"": ""Strathclyde Passenger Transport Executive""}",2026-07-24T16:29:09.299159Z
131,SP Bill 55,Criminal Proceedings etc. (Reform) (Scotland) Bill,Criminal Proceedings etc. (Reform) (Scotland) Bill,,EXECUTIVE,1752,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 131, ""Reference"": ""SP Bill 55"", ""ShortName"": ""Criminal Proceedings etc. (Reform) (Scotland) Bill"", ""FullName"": ""Criminal Proceedings etc. (Reform) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1752, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
132,SP Bill 56,Legal Profession and Legal Aid (Scotland) Bill,Legal Profession and Legal Aid (Scotland) Bill,,EXECUTIVE,1752,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 132, ""Reference"": ""SP Bill 56"", ""ShortName"": ""Legal Profession and Legal Aid (Scotland) Bill"", ""FullName"": ""Legal Profession and Legal Aid (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1752, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
133,SP Bill 57,Crofting Reform etc. Bill,Crofting Reform etc. Bill,,EXECUTIVE,2202,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 133, ""Reference"": ""SP Bill 57"", ""ShortName"": ""Crofting Reform etc. Bill"", ""FullName"": ""Crofting Reform etc. Bill"", ""BillTypeID"": 1, ""PersonID"": 2202, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
134,SP Bill 58,Edinburgh Airport Rail Link Bill,Edinburgh Airport Rail Link Bill,TIE Limited,INDIVIDUAL_MEMBER,,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 134, ""Reference"": ""SP Bill 58"", ""ShortName"": ""Edinburgh Airport Rail Link Bill"", ""FullName"": ""Edinburgh Airport Rail Link Bill"", ""BillTypeID"": 5, ""PersonID"": null, ""ThirdPartyOrganisation"": ""TIE Limited""}",2026-07-24T16:29:09.299159Z
135,SP Bill 59,Christmas Day and New Year's Day Trading (Scotland,Christmas Day and New Year's Day Trading (Scotland) Bill,,INDIVIDUAL_MEMBER,1805,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 135, ""Reference"": ""SP Bill 59"", ""ShortName"": ""Christmas Day and New Year's Day Trading (Scotland"", ""FullName"": ""Christmas Day and New Year's Day Trading (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 1805, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
136,SP Bill 60,Tourist Boards (Scotland) Bill,Tourist Boards (Scotland) Bill,,EXECUTIVE,1853,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 136, ""Reference"": ""SP Bill 60"", ""ShortName"": ""Tourist Boards (Scotland) Bill"", ""FullName"": ""Tourist Boards (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1853, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
137,SP Bill 61,Adoption and Children (Scotland) Bill,Adoption and Children (Scotland) Bill,,EXECUTIVE,2167,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 137, ""Reference"": ""SP Bill 61"", ""ShortName"": ""Adoption and Children (Scotland) Bill"", ""FullName"": ""Adoption and Children (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2167, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
138,SP Bill 62,Adult Support and Protection (Scotland) Bill,Adult Support and Protection (Scotland) Bill,,EXECUTIVE,1908,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 138, ""Reference"": ""SP Bill 62"", ""ShortName"": ""Adult Support and Protection (Scotland) Bill"", ""FullName"": ""Adult Support and Protection (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1908, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
139,SP Bill 63,Health Board Elections (Scotland) Bill,Health Board Elections (Scotland) Bill,,INDIVIDUAL_MEMBER,2364,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 139, ""Reference"": ""SP Bill 63"", ""ShortName"": ""Health Board Elections (Scotland) Bill"", ""FullName"": ""Health Board Elections (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 2364, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
140,SP Bill 64,Airdrie-Bathgate Railway and Linked Improvements (,Airdrie-Bathgate Railway and Linked Improvements (Scotland) Bill,Network Rail Infrastructure Ltd,INDIVIDUAL_MEMBER,,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 140, ""Reference"": ""SP Bill 64"", ""ShortName"": ""Airdrie-Bathgate Railway and Linked Improvements ("", ""FullName"": ""Airdrie-Bathgate Railway and Linked Improvements (Scotland) Bill"", ""BillTypeID"": 5, ""PersonID"": null, ""ThirdPartyOrganisation"": ""Network Rail Infrastructure Ltd""}",2026-07-24T16:29:09.299159Z
141,SP Bill 65,Senior Judiciary (Vacancies and Incapacity) (Scotl,Senior Judiciary (Vacancies and Incapacity) (Scotland) Bill,,EXECUTIVE,1752,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 141, ""Reference"": ""SP Bill 65"", ""ShortName"": ""Senior Judiciary (Vacancies and Incapacity) (Scotl"", ""FullName"": ""Senior Judiciary (Vacancies and Incapacity) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1752, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
142,SP Bill 66,Transport and Works (Scotland) Bill,Transport and Works (Scotland) Bill,,EXECUTIVE,2223,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 142, ""Reference"": ""SP Bill 66"", ""ShortName"": ""Transport and Works (Scotland) Bill"", ""FullName"": ""Transport and Works (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2223, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
143,SP Bill 67,Aquaculture and Fisheries (Scotland) Bill,Aquaculture and Fisheries (Scotland) Bill,,EXECUTIVE,2202,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 143, ""Reference"": ""SP Bill 67"", ""ShortName"": ""Aquaculture and Fisheries (Scotland) Bill"", ""FullName"": ""Aquaculture and Fisheries (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2202, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
144,SP Bill 68,Schools (Health Promotion and Nutrition) (Scotland,Schools (Health Promotion and Nutrition) (Scotland) Bill,,EXECUTIVE,2167,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 144, ""Reference"": ""SP Bill 68"", ""ShortName"": ""Schools (Health Promotion and Nutrition) (Scotland"", ""FullName"": ""Schools (Health Promotion and Nutrition) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2167, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
145,SP Bill 69,Prostitution (Public Places) (Scotland) Bill,Prostitution (Public Places) (Scotland) Bill,,EXECUTIVE,2228,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 145, ""Reference"": ""SP Bill 69"", ""ShortName"": ""Prostitution (Public Places) (Scotland) Bill"", ""FullName"": ""Prostitution (Public Places) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2228, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
146,SP Bill 70,Home Energy Efficiency Targets (Scotland) Bill,Home Energy Efficiency Targets (Scotland) Bill,,INDIVIDUAL_MEMBER,1869,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 146, ""Reference"": ""SP Bill 70"", ""ShortName"": ""Home Energy Efficiency Targets (Scotland) Bill"", ""FullName"": ""Home Energy Efficiency Targets (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 1869, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
147,SP Bill 71,Commissioner for Older People (Scotland) Bill,Commissioner for Older People (Scotland) Bill,,INDIVIDUAL_MEMBER,1894,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 147, ""Reference"": ""SP Bill 71"", ""ShortName"": ""Commissioner for Older People (Scotland) Bill"", ""FullName"": ""Commissioner for Older People (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 1894, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
148,SP Bill 72,Cairngorms National Park Boundary Bill,Cairngorms National Park Boundary Bill,,INDIVIDUAL_MEMBER,2098,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 148, ""Reference"": ""SP Bill 72"", ""ShortName"": ""Cairngorms National Park Boundary Bill"", ""FullName"": ""Cairngorms National Park Boundary Bill"", ""BillTypeID"": 2, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
149,SP Bill 73,Protection of Vulnerable Groups (Scotland) Bill,Protection of Vulnerable Groups (Scotland) Bill,,EXECUTIVE,2167,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 149, ""Reference"": ""SP Bill 73"", ""ShortName"": ""Protection of Vulnerable Groups (Scotland) Bill"", ""FullName"": ""Protection of Vulnerable Groups (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 2167, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
150,SP Bill 74,Education (School Meals etc.) (Scotland) Bill,Education (School Meals etc.) (Scotland) Bill,,INDIVIDUAL_MEMBER,2767,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 150, ""Reference"": ""SP Bill 74"", ""ShortName"": ""Education (School Meals etc.) (Scotland) Bill"", ""FullName"": ""Education (School Meals etc.) (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 2767, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
151,SP Bill 75,Rights of Relatives to Damages (Mesothelioma) (Sco,Rights of Relatives to Damages (Mesothelioma) (Scotland) Bill,,EXECUTIVE,1752,GOVERNING_PARTY,First Minister / Cabinet Secretary,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 151, ""Reference"": ""SP Bill 75"", ""ShortName"": ""Rights of Relatives to Damages (Mesothelioma) (Sco"", ""FullName"": ""Rights of Relatives to Damages (Mesothelioma) (Scotland) Bill"", ""BillTypeID"": 1, ""PersonID"": 1752, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
152,SP Bill 76,Scottish Register of Tartans Bill,Scottish Register of Tartans Bill,,INDIVIDUAL_MEMBER,2066,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 152, ""Reference"": ""SP Bill 76"", ""ShortName"": ""Scottish Register of Tartans Bill"", ""FullName"": ""Scottish Register of Tartans Bill"", ""BillTypeID"": 2, ""PersonID"": 2066, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
153,SP Bill 77,Civil Appeals (Scotland) Bill,Civil Appeals (Scotland) Bill,,INDIVIDUAL_MEMBER,1882,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 153, ""Reference"": ""SP Bill 77"", ""ShortName"": ""Civil Appeals (Scotland) Bill"", ""FullName"": ""Civil Appeals (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 1882, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
154,SP Bill 78,Provision of Rail Passenger Services (Scotland) Bi,Provision of Rail Passenger Services (Scotland) Bill,,INDIVIDUAL_MEMBER,2225,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 154, ""Reference"": ""SP Bill 78"", ""ShortName"": ""Provision of Rail Passenger Services (Scotland) Bi"", ""FullName"": ""Provision of Rail Passenger Services (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 2225, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
155,SP Bill 79,Treatment of Drug Users (Scotland) Bill,Treatment of Drug Users (Scotland) Bill,,INDIVIDUAL_MEMBER,2665,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 155, ""Reference"": ""SP Bill 79"", ""ShortName"": ""Treatment of Drug Users (Scotland) Bill"", ""FullName"": ""Treatment of Drug Users (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 2665, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
